,Unnamed: 0,titre,type,reference,departement,date,lien,departement nb,Categorie
100,100,Infirmier(e) au CMP de POMPEY H/F,Fonction publique Hospitalière,2023-1369361,Meurthe et Moselle (54),2023-10-17,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmiere-au-cmp-de-pompey-hf-reference-2023-1369361/,54.0,A+
101,101,Infirmier sur SERAPHINE H/F,Fonction publique Hospitalière,2023-1361358,Meurthe et Moselle (54),2023-10-10,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-sur-seraphine-hf-reference-2023-1361358/,54.0,A+
102,102,Infirmier au CMP et CATTP Neuves-Maisons H/F,Fonction publique Hospitalière,2023-1361311,Meurthe et Moselle (54),2023-10-10,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-au-cmp-et-cattp-neuves-maisons-hf-reference-2023-1361311/,54.0,A+
103,103,Médecin généraliste ou gériatre H/F,Fonction publique Hospitalière,2023-1202777,Haut Rhin (68),2023-10-04,https://choisirleservicepublic.gouv.fr/offre-emploi/medecin-generaliste-ou-geriatre-hf-reference-2023-1202777/,68.0,A+
104,104,Psychologue au DSAVS Toul H/F,Fonction publique Hospitalière,2023-1353503,Meurthe et Moselle (54),2023-10-02,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-au-dsavs-toul-hf-reference-2023-1353503/,54.0,A+
105,105,PSYCHOLOGUE AU DSP TOUL ECROUVES H/F,Fonction publique Hospitalière,2023-1353478,Meurthe et Moselle (54),2023-10-02,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-au-dsp-toul-ecrouves-hf-reference-2023-1353478/,54.0,A+
106,106,Adjoint(e) au Chef du pôle zonal des rémunérations,Fonction publique de l'État,MINT_BA057SGA-73647,Moselle (57),2023-09-26,https://choisirleservicepublic.gouv.fr/offre-emploi/adjointe-au-chef-du-pole-zonal-des-remunerations-reference-MINT_BA057SGA-73647/,57.0,A+
107,107,CADRE SUPERIEUR DE SANTE,Fonction publique Hospitalière,2023-1344832,Haute-Marne (52),2023-09-25,https://choisirleservicepublic.gouv.fr/offre-emploi/cadre-superieur-de-sante-reference-2023-1344832/,52.0,A+
108,108,MASSEUR-KINESITHERAPEUTE (H/F) H/F,Fonction publique Hospitalière,2023-1344765,Grand Est,2023-09-25,https://choisirleservicepublic.gouv.fr/offre-emploi/masseur-kinesitherapeute-hf-hf-reference-2023-1344765/,,A+
109,109,MEDECIN COORDONNATEUR A TEMPS PARTIEL OU A TEMPS PLEIN H/F,Fonction publique Hospitalière,2023-1140381,Haut Rhin (68),2023-09-21,https://choisirleservicepublic.gouv.fr/offre-emploi/medecin-coordonnateur-a-temps-partiel-ou-a-temps-plein-hf-reference-2023-1140381/,68.0,A+
110,110,Conseiller en Transition Energétique et Ecologique (H/F),Fonction publique Hospitalière,2023-1140364,Marne (51),2023-09-19,https://choisirleservicepublic.gouv.fr/offre-emploi/conseiller-en-transition-energetique-et-ecologique-hf-reference-2023-1140364/,51.0,A+
111,111,Infirmier(e) au DSP de Toul 50% et Ecrouves 50% H/F,Fonction publique Hospitalière,2023-1338625,Meurthe et Moselle (54),2023-09-15,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmiere-au-dsp-de-toul-50-et-ecrouves-50-hf-reference-2023-1338625/,54.0,A+
112,112,PSYCHOLOGUE H/F H/F,Fonction publique Hospitalière,2023-1336584,Grand Est,2023-09-13,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-hf-hf-reference-2023-1336584/,,A+
113,113,INGENIEUR (E) H/F,Fonction publique Hospitalière,2023-1335542,Grand Est,2023-09-12,https://choisirleservicepublic.gouv.fr/offre-emploi/ingenieur-e-hf-reference-2023-1335542/,,A+
114,114,DIRECTEUR des AFFAIRES MEDICALES H/F,Fonction publique Hospitalière,2023-1328398,Vosges (88),2023-09-04,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-des-affaires-medicales-hf-reference-2023-1328398/,88.0,A+
115,115,Cadre de Santé à VIGILANS et 3114 H/F,Fonction publique Hospitalière,2023-1328245,Meurthe et Moselle (54),2023-09-04,https://choisirleservicepublic.gouv.fr/offre-emploi/cadre-de-sante-a-vigilans-et-3114-hf-reference-2023-1328245/,54.0,A+
116,116,Ingénieur Système et Exploitation H/F,Fonction publique Hospitalière,2023-1326273,Meurthe et Moselle (54),2023-08-31,https://choisirleservicepublic.gouv.fr/offre-emploi/ingenieur-systeme-et-exploitation-hf-reference-2023-1326273/,54.0,A+
117,117,INFIRMIER (ERE) PUERICULTEUR (TRICE) H/F,Fonction publique Hospitalière,2023-1325188,Grand Est,2023-08-30,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-ere-puericulteur-trice-hf-reference-2023-1325188/,,A+
118,118,PSYCHOLOGUE H/F H/F,Fonction publique Hospitalière,2023-1325176,Grand Est,2023-08-30,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-hf-hf-reference-2023-1325176/,,A+
119,119,Infirmier(e) au 2NPS H/F,Fonction publique Hospitalière,2023-1323056,Meurthe et Moselle (54),2023-08-28,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmiere-au-2nps-hf-reference-2023-1323056/,54.0,A+
120,120,infirmier(e) à PHILIA H/F,Fonction publique Hospitalière,2023-1322178,Meurthe et Moselle (54),2023-08-25,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmiere-a-philia-hf-reference-2023-1322178/,54.0,A+
121,121,Infirmier en santé mentale CMP de Saint Nicolas de Port H/F,Fonction publique Hospitalière,2023-1322161,Meurthe et Moselle (54),2023-08-25,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-en-sante-mentale-cmp-de-saint-nicolas-de-port-hf-reference-2023-1322161/,54.0,A+
122,122,Assistant de service social au CSAPA H/F,Fonction publique Hospitalière,2023-1320712,Meurthe et Moselle (54),2023-08-23,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-de-service-social-au-csapa-hf-reference-2023-1320712/,54.0,A+
123,123,Infirmier sur le CSAPA H/F,Fonction publique Hospitalière,2023-1320690,Meurthe et Moselle (54),2023-08-23,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-sur-le-csapa-hf-reference-2023-1320690/,54.0,A+
124,124,Chef de service ESAT H/F,Fonction publique Hospitalière,2023-1293566,Moselle (57),2023-07-25,https://choisirleservicepublic.gouv.fr/offre-emploi/chef-de-service-esat-hf-reference-2023-1293566/,57.0,A+
125,125,EDUCATEUR (TRICE) JEUNES ENFANTS H/F,Fonction publique Hospitalière,2023-1289870,Grand Est,2023-07-20,https://choisirleservicepublic.gouv.fr/offre-emploi/educateur-trice-jeunes-enfants-hf-reference-2023-1289870/,,A+
126,126,PSYCHOMOTRIEN (ENE) H/F,Fonction publique Hospitalière,2023-1289777,Grand Est,2023-07-20,https://choisirleservicepublic.gouv.fr/offre-emploi/psychomotrien-ene-hf-reference-2023-1289777/,,A+
127,127,PREPARATEUR (TRICE) EN PHARMACIE H/F,Fonction publique Hospitalière,2023-1288573,Grand Est,2023-07-19,https://choisirleservicepublic.gouv.fr/offre-emploi/preparateur-trice-en-pharmacie-hf-reference-2023-1288573/,,A+
128,128,ASSISTANT (TE) SERVICE SOCIAL H/F,Fonction publique Hospitalière,2023-1284106,Grand Est,2023-07-13,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-te-service-social-hf-reference-2023-1284106/,,A+
129,129,PSYCHOLOGUE H/F,Fonction publique Hospitalière,2023-1276663,Grand Est,2023-07-07,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-hf-reference-2023-1276663/,,A+
130,130,Un(e) psychologue clinicien(ne) ou neuro-psychologue formé(e) à la gériatrie H/F,Fonction publique Hospitalière,2023-1272271,Meurthe et Moselle (54),2023-07-04,https://choisirleservicepublic.gouv.fr/offre-emploi/une-psychologue-clinicienne-ou-neuro-psychologue-formee-a-la-geriatrie-hf-reference-2023-1272271/,54.0,A+
131,131,ASSISTANT SOCIAL - ASSITANT SOCIO-EDUCATIF H/F,Fonction publique Hospitalière,2023-1272258,Vosges (88),2023-07-04,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-social---assitant-socio-educatif-hf-reference-2023-1272258/,88.0,A+
132,132,"Chargé de mission « asile, intégration, hébergement, logement » H/F",Fonction publique de l'État,2023-1269913,Bas Rhin (67),2023-07-03,https://choisirleservicepublic.gouv.fr/offre-emploi/charge-de-mission-asile-integration-hebergement-logement-hf-reference-2023-1269913/,67.0,A+
133,133,Assistant social 50 % au Numéro National de Prévention  Suicide H/F,Fonction publique Hospitalière,2023-1258976,Meurthe et Moselle (54),2023-06-22,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-social-50--au-numero-national-de-prevention--suicide-hf-reference-2023-1258976/,54.0,A+
134,134,SAGE-FEMME H/F,Fonction publique Hospitalière,2023-1257436,Grand Est,2023-06-21,https://choisirleservicepublic.gouv.fr/offre-emploi/sage-femme-hf-reference-2023-1257436/,,A+
135,135,PREPARATEUR (TRICE) EN PHARMACIE H/F,Fonction publique Hospitalière,2023-1257406,Grand Est,2023-06-21,https://choisirleservicepublic.gouv.fr/offre-emploi/preparateur-trice-en-pharmacie-hf-reference-2023-1257406/,,A+
136,136,Infirmier diplômé  d'Etat en SSR H/F,Fonction publique Hospitalière,2023-1243356,Grand Est,2023-06-07,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-diplome--d-etat-en-ssr-hf-reference-2023-1243356/,,A+
137,137,ASSISTANT (TE) SERVICE SOCIAL H/F,Fonction publique Hospitalière,2023-1237603,Grand Est,2023-06-01,https://choisirleservicepublic.gouv.fr/offre-emploi/assistant-te-service-social-hf-reference-2023-1237603/,,A+
138,138,Directeur du service de santé étudiante,Fonction publique de l'État,2023-1220598,Marne (51),2023-05-12,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-du-service-de-sante-etudiante-reference-2023-1220598/,51.0,A+
139,139,Infirmier Anesthésiste Diplômé d'Etat H/F,Fonction publique Hospitalière,2023-1218945,Haute-Marne (52),2023-05-11,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-anesthesiste-diplome-d-etat-hf-reference-2023-1218945/,52.0,A+
140,140,DIRECTEUR/TRICE DES ENSEIGNEMENTS (H/F),Fonction publique de l'État,2023-1121388,Grand Est,2023-05-10,https://choisirleservicepublic.gouv.fr/offre-emploi/directeurtrice-des-enseignements-hf-reference-2023-1121388/,,A+
141,141,Médecin du travail,Fonction publique Hospitalière,2023-1216698,Meurthe et Moselle (54),2023-05-10,https://choisirleservicepublic.gouv.fr/offre-emploi/medecin-du-travail-reference-2023-1216698/,54.0,A+
142,142,Responsable Ressources Humaines,Fonction publique Hospitalière,2023-1216703,Meurthe et Moselle (54),2023-05-10,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-ressources-humaines--reference-2023-1216703/,54.0,A+
143,143,Responsable Ressources Humaines,Fonction publique Hospitalière,2023-1216712,Meurthe et Moselle (54),2023-05-10,https://choisirleservicepublic.gouv.fr/offre-emploi/responsable-ressources-humaines--reference-2023-1216712/,54.0,A+
144,144,INFIRMIER (ERE) H/F,Fonction publique Hospitalière,2023-1215382,Grand Est,2023-05-05,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-ere-hf-reference-2023-1215382/,,A+
145,145,ORTHOPHONISTE (H/F) H/F,Fonction publique Hospitalière,2023-1215374,Grand Est,2023-05-05,https://choisirleservicepublic.gouv.fr/offre-emploi/orthophoniste-hf-hf-reference-2023-1215374/,,A+
146,146,Directeur(trice) adjoint(e) H/F,Fonction publique Hospitalière,2023-1201359,Bas Rhin (67),2023-04-19,https://choisirleservicepublic.gouv.fr/offre-emploi/directeurtrice-adjointe-hf-reference-2023-1201359/,67.0,A+
147,147,UN DIRECTEUR AU FOYER DEPARTEMENTAL DE L'ENFANCE H/F H/F,Fonction publique Hospitalière,2023-1201335,Ardennes (08),2023-04-19,https://choisirleservicepublic.gouv.fr/offre-emploi/un-directeur-au-foyer-departemental-de-l-enfance-hf-hf-reference-2023-1201335/,8.0,A+
148,148,Cadre Supérieur de Santé Paramédical (filière infirmière) H/F,Fonction publique Hospitalière,2023-1198690,Haute-Marne (52),2023-04-17,https://choisirleservicepublic.gouv.fr/offre-emploi/cadre-superieur-de-sante-paramedical-filiere-infirmiere-hf-reference-2023-1198690/,52.0,A+
149,149,Cadre supérieur de santé H/F H/F,Fonction publique Hospitalière,2023-1193956,Meuse (55),2023-04-12,https://choisirleservicepublic.gouv.fr/offre-emploi/cadre-superieur-de-sante-hf-hf-reference-2023-1193956/,55.0,A+
150,150,directeur régional - DREETS Grand Est,Fonction publique de l'État,2023-1193954,Grand Est,2023-04-12,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-regional---dreets-grand-est-reference-2023-1193954/,,A+
151,151,MASSEUR-KINESITHERAPEUTE (H/F) H/F,Fonction publique Hospitalière,2023-1182965,Grand Est,2023-03-30,https://choisirleservicepublic.gouv.fr/offre-emploi/masseur-kinesitherapeute-hf-hf-reference-2023-1182965/,,A+
152,152,MASSEUR-KINESITHERAPEUTE (H/F) H/F,Fonction publique Hospitalière,2023-1182962,Grand Est,2023-03-30,https://choisirleservicepublic.gouv.fr/offre-emploi/masseur-kinesitherapeute-hf-hf-reference-2023-1182962/,,A+
153,153,Infirmier de nuit en service de Maternité H/F,Fonction publique Hospitalière,2023-1178725,Moselle (57),2023-03-27,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-de-nuit-en-service-de-maternite-hf-reference-2023-1178725/,57.0,A+
154,154,INFIRMIER(IERE) CADRE SUPERIEUR DE SANTE,Fonction publique Hospitalière,2023-1178573,Haute-Marne (52),2023-03-27,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmieriere-cadre-superieur-de-sante-reference-2023-1178573/,52.0,A+
155,155,médecin gériatre H/F,Fonction publique Hospitalière,2022-954878,Grand Est,2023-03-23,https://choisirleservicepublic.gouv.fr/offre-emploi/medecin-geriatre-hf-reference-2022-954878/,,A+
156,156,Directeur général des services de l'université de Reims Champagne Ardenne (groupe I),Fonction publique de l'État,2023-1173482,Grand Est,2023-03-21,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-general-des-services-de-l-universite-de-reims-champagne-ardenne-groupe-i-reference-2023-1173482/,,A+
157,157,PSYCHOLOGUE H/F,Fonction publique Hospitalière,2023-1160894,Grand Est,2023-03-13,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-hf-reference-2023-1160894/,,A+
158,158,Chargé(e) de mission «contractualisation H/F,Fonction publique de l'État,2023-1156669,Bas Rhin (67),2023-03-09,https://choisirleservicepublic.gouv.fr/offre-emploi/chargee-de-mission-contractualisation-hf-reference-2023-1156669/,67.0,A+
159,159,PSYCHOLOGUE HJ ENFANTS SAINT DIE H/F,Fonction publique Hospitalière,2023-1119966,Vosges (88),2023-03-09,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-hj-enfants-saint-die-hf-reference-2023-1119966/,88.0,A+
160,160,Infirmier H/F,Fonction publique Hospitalière,2023-1145674,Moselle (57),2023-03-06,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmier-hf-reference-2023-1145674/,57.0,A+
161,161,Médecin du travail H/F,Fonction publique Hospitalière,2023-1125114,Bas Rhin (67),2023-03-01,https://choisirleservicepublic.gouv.fr/offre-emploi/medecin-du-travail-hf-reference-2023-1125114/,67.0,A+
162,162,Poste de sage-femme à temps plein H/F,Fonction publique Hospitalière,2023-1139105,Moselle (57),2023-02-27,https://choisirleservicepublic.gouv.fr/offre-emploi/poste-de-sage-femme-a-temps-plein-hf-reference-2023-1139105/,57.0,A+
163,163,Poste IDE H/F,Fonction publique Hospitalière,2023-1097217,Ardennes (08),2023-02-27,https://choisirleservicepublic.gouv.fr/offre-emploi/poste-ide-hf-reference-2023-1097217/,8.0,A+
164,164,MANIPULATEUR (TRICE) D'ELECTRORADIOLOGIE MEDICALE H/F,Fonction publique Hospitalière,2023-1138117,Grand Est,2023-02-24,https://choisirleservicepublic.gouv.fr/offre-emploi/manipulateur-trice-d-electroradiologie-medicale-hf-reference-2023-1138117/,,A+
165,165,INFIRMIERS (ERES) H/F,Fonction publique Hospitalière,2023-1138052,Grand Est,2023-02-24,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmiers-eres-hf-reference-2023-1138052/,,A+
166,166,Psychologue (10 postes) H/F,Fonction publique Hospitalière,2023-1137066,Moselle (57),2023-02-23,https://choisirleservicepublic.gouv.fr/offre-emploi/psychologue-10-postes-hf-reference-2023-1137066/,57.0,A+
167,167,ERGOTHERAPEUTE (H/F) H/F,Fonction publique Hospitalière,2023-1132605,Grand Est,2023-02-17,https://choisirleservicepublic.gouv.fr/offre-emploi/ergotherapeute-hf-hf-reference-2023-1132605/,,A+
168,168,TECHNICIEN (NE) DE LABORATOIRE - CADRE SUPERIEUR DE SANTE H/F,Fonction publique Hospitalière,2023-1132580,Grand Est,2023-02-17,https://choisirleservicepublic.gouv.fr/offre-emploi/technicien-ne-de-laboratoire---cadre-superieur-de-sante-hf-reference-2023-1132580/,,A+
169,169,INFIRMIERS (ERES) H/F,Fonction publique Hospitalière,2023-1132563,Grand Est,2023-02-17,https://choisirleservicepublic.gouv.fr/offre-emploi/infirmiers-eres-hf-reference-2023-1132563/,,A+
170,170,Directeur·trice de l'INSPÉ de l'académie de Strasbourg,Fonction publique de l'État,2023-1125075,Bas Rhin (67),2023-02-09,https://choisirleservicepublic.gouv.fr/offre-emploi/directeurtrice-de-l-insp-de-l-academie-de-strasbourg-reference-2023-1125075/,67.0,A+
171,171,"Directeur/trice des services techniques, logistiques, du service biomédical, du service de sécurité H/F",Fonction publique Hospitalière,2023-1123974,Grand Est,2023-02-08,https://choisirleservicepublic.gouv.fr/offre-emploi/directeurtrice-des-services-techniques-logistiques-du-service-biomedical-du-service-de-securite-hf-reference-2023-1123974/,,A+
172,172,Manipulateurs en Electroradiologie H/F,Fonction publique Hospitalière,2023-1121155,Haute-Marne (52),2023-02-06,https://choisirleservicepublic.gouv.fr/offre-emploi/manipulateurs-en-electroradiologie-hf-reference-2023-1121155/,52.0,A+
173,173,directeur régional de la DREETS Grand Est,Fonction publique de l'État,2023-1119954,Grand Est,2023-02-03,https://choisirleservicepublic.gouv.fr/offre-emploi/directeur-regional-de-la-dreets-grand-est-reference-2023-1119954/,,A+
174,174,Poste de manipulateur en électroradiologie médicale à temps plein H/F,Fonction publique Hospitalière,2023-1118600,Moselle (57),2023-02-02,https://choisirleservicepublic.gouv.fr/offre-emploi/poste-de-manipulateur-en-electroradiologie-medicale-a-temps-plein-hf-reference-2023-1118600/,57.0,A+
175,175,Gestionnaire de flux patient au service des urgences,Fonction publique Hospitalière,2023-1117523,Moselle (57),2023-02-01,https://choisirleservicepublic.gouv.fr/offre-emploi/gestionnaire-de-flux-patient-au-service-des-urgences-reference-2023-1117523/,57.0,A+
